,epoch,mean_update_displacement,mean_update_magnitude,mean_updater_loss,mean_encoder_classifier_loss
0,1,0.0007326395716518164,0.04885973781347275,1.3773925304412842,2.3154008388519287
1,1,-0.0010417867451906204,0.04860620200634003,1.3794347047805786,2.2969472408294678
2,1,-0.002884687390178442,0.0486287958920002,1.360717535018921,2.273975133895874
3,1,-0.0046636322513222694,0.04852059856057167,1.3846638202667236,2.2520546913146973
4,1,-0.006387941539287567,0.048964500427246094,1.3467683792114258,2.2489068508148193
5,1,-0.008242258802056313,0.04913681745529175,1.3551523685455322,2.221733331680298
6,1,-0.009991968050599098,0.0496196448802948,1.3380119800567627,2.208986759185791
7,1,-0.011913221329450607,0.05013434588909149,1.3269474506378174,2.1952576637268066
8,1,-0.013765919953584671,0.05068182572722435,1.3457237482070923,2.1714117527008057
9,1,-0.015572233125567436,0.05158423259854317,1.3080754280090332,2.2183010578155518
10,1,-0.01752232201397419,0.052265703678131104,1.3447117805480957,2.1380813121795654
11,1,-0.019326619803905487,0.053107552230358124,1.3813449144363403,2.1660192012786865
12,1,-0.02113209292292595,0.05443660914897919,1.35604989528656,2.1212899684906006
13,1,-0.02299739420413971,0.055543847382068634,1.3566570281982422,2.0811972618103027
14,1,-0.024861382320523262,0.05696452409029007,1.3368163108825684,2.1026761531829834
15,1,-0.026858994737267494,0.05862243473529816,1.2958521842956543,2.0621228218078613
16,1,-0.029038846492767334,0.06042979657649994,1.2517489194869995,2.0546891689300537
17,1,-0.031328149139881134,0.06202976405620575,1.2644147872924805,2.0341711044311523
18,1,-0.03341802954673767,0.06340987980365753,1.3530449867248535,1.9842195510864258
19,1,-0.03533961623907089,0.06462590396404266,1.4600753784179688,1.9821746349334717
20,1,-0.037215277552604675,0.06661068648099899,1.4153227806091309,1.9091721773147583
21,1,-0.03904181718826294,0.06833957880735397,1.4774765968322754,1.8712831735610962
22,1,-0.04142842814326286,0.07180388271808624,1.2934188842773438,1.8814723491668701
23,1,-0.0438673309981823,0.07414520531892776,1.2745531797409058,1.8648654222488403
24,1,-0.046476949006319046,0.07658125460147858,1.2680702209472656,1.826745867729187
25,1,-0.04914599657058716,0.07938934117555618,1.2536163330078125,1.714241862297058
26,1,-0.051822878420352936,0.08199626952409744,1.2578954696655273,1.634281039237976
27,1,-0.054588887840509415,0.08464649319648743,1.2447824478149414,1.7046167850494385
28,1,-0.05739246681332588,0.08744046092033386,1.253116488456726,1.6291033029556274
29,1,-0.06013642996549606,0.08997675776481628,1.3015342950820923,1.5687657594680786
30,1,-0.06286250799894333,0.09263624995946884,1.3344110250473022,1.474287986755371
31,1,-0.06553645431995392,0.09551161527633667,1.36338472366333,1.4906373023986816
32,1,-0.06865854561328888,0.09957076609134674,1.2915312051773071,1.3783204555511475
33,1,-0.07191123068332672,0.10344928503036499,1.2645721435546875,1.3632111549377441
34,1,-0.07540302723646164,0.10737521201372147,1.230712652206421,1.3334003686904907
35,1,-0.07866863161325455,0.11086748540401459,1.264005184173584,1.3131040334701538
36,1,-0.0820961743593216,0.11491228640079498,1.2359135150909424,1.2616384029388428
37,1,-0.0855850800871849,0.11872588098049164,1.2090728282928467,1.3951470851898193
38,1,-0.08906178921461105,0.12234844267368317,1.2133076190948486,1.246858835220337
39,1,-0.0929342657327652,0.12681671977043152,1.2385822534561157,1.1793731451034546
40,1,-0.09686682373285294,0.1313289999961853,1.216068983078003,1.1260861158370972
41,1,-0.10055733472108841,0.1352684199810028,1.232337236404419,1.1651638746261597
42,1,-0.10517753660678864,0.14129242300987244,1.19411301612854,1.1188859939575195
43,1,-0.10948437452316284,0.14580129086971283,1.208585262298584,1.1484806537628174
44,1,-0.1135767251253128,0.15028291940689087,1.2300364971160889,0.9586962461471558
45,1,-0.11798395216464996,0.15544484555721283,1.1850149631500244,0.9979442954063416
46,1,-0.12231161445379257,0.16050882637500763,1.1116398572921753,1.0605933666229248
47,1,-0.12796664237976074,0.16683311760425568,1.13504958152771,1.156355381011963
48,1,-0.13235916197299957,0.17163079977035522,1.098597764968872,0.9681161046028137
49,1,-0.13751043379306793,0.1771382987499237,1.095207929611206,0.9897757768630981
50,1,-0.1426994949579239,0.18284118175506592,1.1124591827392578,0.9741119146347046
51,1,-0.14794829487800598,0.18854641914367676,1.0980790853500366,1.0182905197143555
52,1,-0.15439361333847046,0.19588923454284668,1.140716314315796,0.9340812563896179
53,1,-0.1602197289466858,0.20267876982688904,1.070446491241455,0.9171551465988159
54,1,-0.16553649306297302,0.208149254322052,1.062828779220581,0.9249988198280334
55,1,-0.17249026894569397,0.21614143252372742,1.1081061363220215,0.9268022775650024
56,1,-0.17846643924713135,0.22266918420791626,1.1373000144958496,0.7539496421813965
57,1,-0.18368762731552124,0.2283094972372055,1.1474294662475586,0.8715179562568665
58,1,-0.19003668427467346,0.23624981939792633,1.0668160915374756,0.9029009938240051
59,1,-0.19547800719738007,0.24195332825183868,1.0550520420074463,0.8157800436019897
60,1,-0.20107023417949677,0.24784961342811584,1.0360628366470337,0.6935619711875916
61,1,-0.2069225013256073,0.25400248169898987,1.0426478385925293,0.7259546518325806
62,1,-0.2141013741493225,0.2621406614780426,1.025200366973877,0.7485136389732361
63,1,-0.2204018533229828,0.26898980140686035,1.082053780555725,0.7849112153053284
64,1,-0.22763870656490326,0.2775586247444153,1.028963327407837,0.8023561835289001
65,1,-0.23421058058738708,0.2850223481655121,1.0188653469085693,0.7678844332695007
