,epsilon,accuracy
0,0.0,0.931
1,0.05,0.619
2,0.1,0.138
3,0.15000000000000002,0.012
4,0.2,0.001
5,0.25,0.0
6,0.30000000000000004,0.0
7,0.35000000000000003,0.0
8,0.4,0.0
9,0.45,0.0
10,0.5,0.0
11,0.55,0.0
12,0.6000000000000001,0.0
13,0.65,0.0
14,0.7000000000000001,0.0
