,epoch,mean_update_displacement,mean_update_magnitude,mean_updater_loss,mean_encoder_classifier_loss
0,1,0.000950880697928369,0.051595743745565414,0.47595199942588806,2.3125314712524414
1,1,-0.0005159225547686219,0.051307983696460724,0.4743348956108093,2.3040103912353516
2,1,-0.0019690492190420628,0.05107758194208145,0.4744817912578583,2.3001363277435303
3,1,-0.0034270950127393007,0.05088859796524048,0.46969422698020935,2.2830989360809326
4,1,-0.004840645007789135,0.05083933100104332,0.47032177448272705,2.3041601181030273
5,1,-0.006280132569372654,0.05076944828033447,0.4679851531982422,2.293351411819458
6,1,-0.007712852209806442,0.050809770822525024,0.46831732988357544,2.2896530628204346
7,1,-0.009157704189419746,0.05084662139415741,0.46448785066604614,2.2784056663513184
8,1,-0.010582752525806427,0.05092594772577286,0.4645378291606903,2.271650552749634
9,1,-0.012006054632365704,0.05109997093677521,0.4619115889072418,2.302476406097412
10,1,-0.013439022935926914,0.051247380673885345,0.4573785662651062,2.2707931995391846
11,1,-0.014812121167778969,0.05147375166416168,0.45725759863853455,2.2860350608825684
12,1,-0.016189098358154297,0.05182405561208725,0.45910781621932983,2.2789270877838135
13,1,-0.017587315291166306,0.05215673893690109,0.4535946846008301,2.259545087814331
14,1,-0.018966492265462875,0.0526026114821434,0.4530435800552368,2.286212682723999
15,1,-0.02038850635290146,0.05309809744358063,0.45005661249160767,2.270826816558838
16,1,-0.02184435725212097,0.053663719445466995,0.45227569341659546,2.2639811038970947
17,1,-0.023341316729784012,0.05424967408180237,0.4506048560142517,2.260985851287842
18,1,-0.02477186918258667,0.054782718420028687,0.4470151960849762,2.2715871334075928
19,1,-0.02611933834850788,0.05533643066883087,0.4522591829299927,2.2598962783813477
20,1,-0.02747429348528385,0.0560377836227417,0.44942617416381836,2.251211643218994
21,1,-0.028820015490055084,0.0567033626139164,0.4495687186717987,2.2386362552642822
22,1,-0.03028189204633236,0.05762700363993645,0.44364482164382935,2.24763822555542
23,1,-0.0317930206656456,0.05847383290529251,0.4402313828468323,2.246492385864258
24,1,-0.03332100808620453,0.059343691915273666,0.44058215618133545,2.2320098876953125
25,1,-0.03488198295235634,0.06031470000743866,0.44076234102249146,2.2195215225219727
26,1,-0.03644970804452896,0.06128786504268646,0.4390146732330322,2.211451768875122
27,1,-0.0380176417529583,0.06225688382983208,0.4367792010307312,2.227295160293579
28,1,-0.03963632509112358,0.06330797076225281,0.4350602328777313,2.2154135704040527
29,1,-0.04119306430220604,0.06433185935020447,0.43794745206832886,2.198429584503174
30,1,-0.0427536703646183,0.06541164219379425,0.4341237545013428,2.1845808029174805
31,1,-0.04430735856294632,0.0665474683046341,0.43445366621017456,2.187429189682007
32,1,-0.04590713977813721,0.06778639554977417,0.4285939335823059,2.1591625213623047
33,1,-0.047565534710884094,0.06906086206436157,0.42873844504356384,2.177730083465576
34,1,-0.049271613359451294,0.07035654038190842,0.4251953363418579,2.1655538082122803
35,1,-0.050901446491479874,0.07159656286239624,0.4232705533504486,2.1588237285614014
36,1,-0.052622586488723755,0.07296420633792877,0.424785315990448,2.149304151535034
37,1,-0.054382167756557465,0.07437112927436829,0.42089101672172546,2.171750068664551
38,1,-0.05617066100239754,0.07579463720321655,0.4185585379600525,2.1534335613250732
39,1,-0.05789176747202873,0.07719451189041138,0.4190044403076172,2.1142024993896484
40,1,-0.05973106250166893,0.07873153686523438,0.4148738384246826,2.1154861450195312
41,1,-0.06151248514652252,0.08019586652517319,0.4173417091369629,2.1171069145202637
42,1,-0.06341549009084702,0.08181559294462204,0.4163981080055237,2.1042003631591797
43,1,-0.06528696417808533,0.08341120183467865,0.4152594208717346,2.124336004257202
44,1,-0.06712508201599121,0.08499826490879059,0.4113743305206299,2.059948205947876
45,1,-0.069066122174263,0.08674877882003784,0.4082295298576355,2.0591139793395996
46,1,-0.07118161022663116,0.08867762237787247,0.40690386295318604,2.08022403717041
47,1,-0.0731176882982254,0.090364471077919,0.4034445881843567,2.076808214187622
48,1,-0.07525529712438583,0.09231077134609222,0.4029543995857239,2.0724036693573
49,1,-0.07737591117620468,0.09421326965093613,0.4026058316230774,2.042179822921753
50,1,-0.07952556014060974,0.09616303443908691,0.4006842374801636,2.0380852222442627
51,1,-0.0817248746752739,0.09818767756223679,0.40257546305656433,2.0415332317352295
52,1,-0.08373507112264633,0.0999910905957222,0.3999093174934387,1.9902201890945435
53,1,-0.08603519946336746,0.10213859379291534,0.39489853382110596,1.9975906610488892
54,1,-0.08831468224525452,0.10423155128955841,0.393513023853302,2.0207560062408447
55,1,-0.0903623104095459,0.10610709339380264,0.3952793478965759,1.9551465511322021
56,1,-0.0924084335565567,0.10797403752803802,0.39187395572662354,1.9164373874664307
57,1,-0.09446606040000916,0.10990260541439056,0.3904436230659485,1.8932100534439087
58,1,-0.09688420593738556,0.11223901063203812,0.3876703083515167,1.9679501056671143
59,1,-0.099193274974823,0.11442461609840393,0.38544678688049316,1.878332257270813
60,1,-0.10166368633508682,0.11680412292480469,0.3838728666305542,1.8769406080245972
61,1,-0.10400108993053436,0.11904775351285934,0.38302233815193176,1.8880175352096558
62,1,-0.10637101531028748,0.12134689092636108,0.38133981823921204,1.8309850692749023
63,1,-0.10861075669527054,0.12349852919578552,0.38218843936920166,1.8480799198150635
64,1,-0.1110990047454834,0.12594932317733765,0.3780914545059204,1.840978980064392
65,1,-0.11354556679725647,0.12834855914115906,0.3776904344558716,1.7888636589050293
66,1,-0.1157824844121933,0.1305132806301117,0.373813271522522,1.7664812803268433
67,1,-0.11832165718078613,0.13303929567337036,0.3697119951248169,1.7746686935424805
68,1,-0.1209741085767746,0.13567385077476501,0.369249552488327,1.7792558670043945
69,1,-0.12331056594848633,0.13792994618415833,0.36736366152763367,1.7660574913024902
70,1,-0.1252722442150116,0.13985542953014374,0.3709959387779236,1.6515172719955444
