Iteration, Displacement, Magnitude
1, -0.0042165229097008705, 0.007145445328205824
2, -0.008381444960832596, 0.014256821945309639
3, -0.012486973777413368, 0.021325930953025818
4, -0.016526829451322556, 0.028343619778752327
5, -0.020496413111686707, 0.035304926335811615
6, -0.0243928711861372, 0.042202409356832504
7, -0.02821499854326248, 0.0490422323346138
8, -0.031963080167770386, 0.05582789331674576
9, -0.035638660192489624, 0.06255848705768585
10, -0.03924427926540375, 0.0692383199930191
11, -0.0427832268178463, 0.0758725255727768
12, -0.04625927656888962, 0.08245933800935745
13, -0.049676552414894104, 0.08900398015975952
14, -0.053039297461509705, 0.09551139175891876
15, -0.056351788341999054, 0.10199350118637085
16, -0.05961823835968971, 0.10844670236110687
17, -0.0628427267074585, 0.11487419158220291
18, -0.0660291239619255, 0.12127197533845901
19, -0.06918112933635712, 0.1276407092809677
20, -0.0723021924495697, 0.13398431241512299
21, -0.07539551705121994, 0.14030039310455322
22, -0.07846410572528839, 0.1465933471918106
23, -0.08151072263717651, 0.1528841257095337
24, -0.08453790098428726, 0.1591539829969406
25, -0.08754800260066986, 0.16541343927383423
26, -0.09054315835237503, 0.17165878415107727
27, -0.09352535009384155, 0.17788782715797424
28, -0.09649639576673508, 0.18409602344036102
29, -0.09945794939994812, 0.19027961790561676
30, -0.10241153836250305, 0.19644109904766083
31, -0.1053585559129715, 0.2025895118713379
32, -0.10830030590295792, 0.20871776342391968
33, -0.11123798042535782, 0.21483248472213745
34, -0.11417267471551895, 0.220936119556427
35, -0.11710543930530548, 0.22702044248580933
36, -0.12003722786903381, 0.23308415710926056
37, -0.12296890467405319, 0.23912861943244934
38, -0.12590134143829346, 0.24515435099601746
39, -0.12883532047271729, 0.25115424394607544
40, -0.13177157938480377, 0.25713521242141724
41, -0.13471080362796783, 0.2630990743637085
42, -0.1376536637544632, 0.26904019713401794
43, -0.1406007707118988, 0.27495765686035156
44, -0.14355269074440002, 0.28084421157836914
45, -0.14651000499725342, 0.28670409321784973
46, -0.1494731903076172, 0.2925354242324829
47, -0.15244269371032715, 0.2983364462852478
48, -0.1554189771413803, 0.30410274863243103
49, -0.15840241312980652, 0.30984216928482056
50, -0.16139332950115204, 0.31554877758026123
51, -0.16439206898212433, 0.32122284173965454
52, -0.16739889979362488, 0.32686012983322144
53, -0.1704140305519104, 0.33246439695358276
54, -0.17343765497207642, 0.33803167939186096
55, -0.17646992206573486, 0.34356018900871277
56, -0.1795109510421753, 0.34905290603637695
57, -0.18256080150604248, 0.3545088768005371
58, -0.18561951816082, 0.3599371314048767
59, -0.1886870563030243, 0.36532682180404663
60, -0.19176340103149414, 0.37067699432373047
61, -0.1948484480381012, 0.3759889006614685
62, -0.1979421079158783, 0.38126140832901
63, -0.2010442018508911, 0.38649049401283264
64, -0.2041545957326889, 0.3916885256767273
65, -0.20727303624153137, 0.39684927463531494
66, -0.210399329662323, 0.4019666612148285
67, -0.2135331630706787, 0.40704065561294556
68, -0.2166743278503418, 0.412071168422699
69, -0.219822496175766, 0.4170632064342499
70, -0.22297737002372742, 0.4220236539840698
71, -0.22613859176635742, 0.4269411265850067
72, -0.22930586338043213, 0.4318157434463501
73, -0.2324787974357605, 0.4366496205329895
74, -0.23565703630447388, 0.4414539039134979
75, -0.238840252161026, 0.44622674584388733
76, -0.24202802777290344, 0.4509618282318115
77, -0.24522002041339874, 0.4556611180305481
78, -0.24841584265232086, 0.4603220224380493
79, -0.25161513686180115, 0.46494245529174805
80, -0.25481748580932617, 0.46952277421951294
81, -0.25802257657051086, 0.4740633964538574
82, -0.2612299919128418, 0.4785647690296173
83, -0.2644394040107727, 0.48303067684173584
84, -0.26765042543411255, 0.4874618649482727
85, -0.2708626985549927, 0.4918626546859741
86, -0.2740759253501892, 0.4962325990200043
87, -0.2772896885871887, 0.5005679130554199
88, -0.2805037498474121, 0.5048670768737793
89, -0.2837177515029907, 0.5091384649276733
90, -0.2869313359260559, 0.5133813619613647
91, -0.29014426469802856, 0.5175938606262207
92, -0.2933562099933624, 0.5217772722244263
93, -0.296566903591156, 0.5259349942207336
94, -0.2997760772705078, 0.530065655708313
95, -0.30298346281051636, 0.534172534942627
96, -0.30618882179260254, 0.53824782371521
97, -0.3093918561935425, 0.5422922372817993
98, -0.31259238719940186, 0.5463061332702637
99, -0.31579023599624634, 0.5502901077270508
100, -0.31898507475852966, 0.5542525053024292
101, -0.3221767544746399, 0.5581905841827393
102, -0.3253651559352875, 0.5621001124382019
103, -0.3285500109195709, 0.5659816265106201
104, -0.3317311406135559, 0.5698355436325073
105, -0.3349084258079529, 0.5736645460128784
106, -0.3380816578865051, 0.5774716138839722
107, -0.3412507176399231, 0.5812567472457886
108, -0.34441548585891724, 0.5850160121917725
109, -0.3475757837295532, 0.5887514352798462
110, -0.3507315218448639, 0.5924661159515381
111, -0.3538825511932373, 0.5961564779281616
112, -0.3570287823677063, 0.5998412370681763
113, -0.36017006635665894, 0.60350501537323
114, -0.36330634355545044, 0.6071451306343079
115, -0.36643755435943604, 0.6107618808746338
116, -0.3695634603500366, 0.6143555045127869
117, -0.37268415093421936, 0.6179262399673462
118, -0.37579941749572754, 0.6214762926101685
119, -0.37890923023223877, 0.6250088214874268
120, -0.38201355934143066, 0.6285194158554077
121, -0.3851122260093689, 0.6320081949234009
122, -0.38820523023605347, 0.6354755163192749
123, -0.3912925124168396, 0.6389214992523193
124, -0.39437398314476013, 0.6423464417457581
125, -0.3974496126174927, 0.6457504034042358
126, -0.40051934123039246, 0.6491394639015198
127, -0.4035831093788147, 0.6525096893310547
