Iteration, Displacement, Magnitude
129, 1.7638468742370605, 1.7878257036209106
130, 1.7716622352600098, 1.795706033706665
131, 1.7793936729431152, 1.8035022020339966
132, 1.7870429754257202, 1.8112151622772217
133, 1.7946105003356934, 1.8188462257385254
134, 1.8020977973937988, 1.8263965845108032
135, 1.809505581855774, 1.8338695764541626
136, 1.8168352842330933, 1.8412691354751587
137, 1.8240879774093628, 1.8485931158065796
138, 1.8312644958496094, 1.8558404445648193
139, 1.838365912437439, 1.8630121946334839
140, 1.8453935384750366, 1.8701095581054688
141, 1.8523480892181396, 1.8771332502365112
142, 1.859230875968933, 1.884084701538086
143, 1.8660427331924438, 1.8909646272659302
144, 1.8727848529815674, 1.8977744579315186
145, 1.879457950592041, 1.904515027999878
146, 1.8860632181167603, 1.9111868143081665
